1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
828, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
829, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
830, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
831, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
832, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
833, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
834, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
835, savanna, minecraft:savanna, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
836, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
837, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
838, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
839, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
840, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
841, savanna, minecraft:savanna, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
842, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
843, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
844, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
845, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
846, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
847, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
848, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
849, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
850, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
851, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
852, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
853, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
854, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
855, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
856, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
857, savanna, minecraft:savanna, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
858, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
859, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
860, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
861, savanna, minecraft:savanna, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
862, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
863, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
864, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
865, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
866, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
867, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
868, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 12, 4, 4
869, savanna, minecraft:savanna, CREATURE, minecraft:pig, 10, 4, 4
870, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 10, 4, 4
871, savanna, minecraft:savanna, CREATURE, minecraft:cow, 10, 4, 4
872, savanna, minecraft:savanna, CREATURE, minecraft:horse, 10, 2, 6
873, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 10, 1, 1
874, savanna, minecraft:savanna, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
875, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
876, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
877, savanna, minecraft:savanna, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
878, savanna, minecraft:savanna, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
879, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
880, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
881, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
882, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
883, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
884, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
885, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
886, savanna, minecraft:savanna_plateau, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
887, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
888, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
889, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
890, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
891, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
892, savanna, minecraft:savanna_plateau, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
893, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
894, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
895, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
896, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
897, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
898, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
899, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
900, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
901, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
902, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
903, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
904, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
905, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
906, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
907, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
908, savanna, minecraft:savanna_plateau, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
909, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
910, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
911, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
912, savanna, minecraft:savanna_plateau, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
913, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
914, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
915, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
916, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
917, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
918, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
919, savanna, minecraft:savanna_plateau, CREATURE, minecraft:sheep, 12, 4, 4
920, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 10, 4, 4
921, savanna, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 10, 4, 4
922, savanna, minecraft:savanna_plateau, CREATURE, minecraft:cow, 10, 4, 4
923, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 10, 2, 6
924, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 10, 1, 1
925, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 10, 4, 4
926, savanna, minecraft:savanna_plateau, CREATURE, minecraft:wolf, 10, 4, 4
927, savanna, minecraft:savanna_plateau, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
928, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
929, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
930, savanna, minecraft:savanna_plateau, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
931, savanna, minecraft:savanna_plateau, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
932, none, minecraft:windswept_hills, MONSTER, minecraft:spider, 80, 4, 4
933, none, minecraft:windswept_hills, MONSTER, minecraft:zombie, 80, 4, 4
934, none, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
935, none, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 80, 4, 4
936, none, minecraft:windswept_hills, MONSTER, minecraft:slime, 80, 4, 4
937, none, minecraft:windswept_hills, MONSTER, minecraft:witch, 5, 1, 1
938, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
939, none, minecraft:windswept_hills, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
940, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
941, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
942, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
943, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
944, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
945, none, minecraft:windswept_hills, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
946, none, minecraft:windswept_hills, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
947, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
948, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
949, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
950, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
951, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
952, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
953, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
954, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
955, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
956, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
957, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
958, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
959, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
960, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
961, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
962, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
963, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
964, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
965, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
966, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
967, none, minecraft:windswept_hills, MONSTER, endermanoverhaul:windswept_hills_enderman, 10, 1, 4
968, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
969, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
970, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
971, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
972, none, minecraft:windswept_hills, CREATURE, minecraft:sheep, 12, 4, 4
973, none, minecraft:windswept_hills, CREATURE, minecraft:pig, 10, 4, 4
974, none, minecraft:windswept_hills, CREATURE, minecraft:chicken, 10, 4, 4
975, none, minecraft:windswept_hills, CREATURE, minecraft:cow, 10, 4, 4
976, none, minecraft:windswept_hills, CREATURE, minecraft:llama, 10, 4, 6
977, none, minecraft:windswept_hills, CREATURE, minecraft:goat, 10, 1, 1
978, none, minecraft:windswept_hills, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
979, none, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
980, none, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
981, none, minecraft:windswept_hills, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
982, none, minecraft:windswept_hills, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
983, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 80, 4, 4
984, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 80, 4, 4
985, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
986, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 80, 4, 4
987, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 80, 4, 4
988, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 5, 1, 4
989, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 5, 1, 1
990, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
991, none, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
992, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
993, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
994, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
995, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
996, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
997, none, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
998, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
999, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
1000, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
1001, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1002, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
1003, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1004, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
1005, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
1006, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
1007, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1008, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
1009, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
1010, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
1011, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1012, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
1013, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
1014, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
1015, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
1016, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
1017, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
1018, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
1019, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1020, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1021, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
1022, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:sheep, 12, 4, 4
1023, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:pig, 10, 4, 4
1024, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:chicken, 10, 4, 4
1025, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:cow, 10, 4, 4
1026, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 10, 4, 6
1027, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:goat, 10, 1, 1
1028, none, minecraft:windswept_gravelly_hills, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
1029, none, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
1030, none, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1031, none, minecraft:windswept_gravelly_hills, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
1032, none, minecraft:windswept_gravelly_hills, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
1033, none, minecraft:windswept_forest, MONSTER, minecraft:spider, 80, 4, 4
1034, none, minecraft:windswept_forest, MONSTER, minecraft:zombie, 80, 4, 4
1035, none, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1036, none, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1037, none, minecraft:windswept_forest, MONSTER, minecraft:slime, 80, 4, 4
1038, none, minecraft:windswept_forest, MONSTER, minecraft:enderman, 5, 1, 4
1039, none, minecraft:windswept_forest, MONSTER, minecraft:witch, 5, 1, 1
1040, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1041, none, minecraft:windswept_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1042, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
1043, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
1044, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1045, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
1046, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1047, none, minecraft:windswept_forest, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
1048, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
1049, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
1050, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
1051, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1052, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
1053, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1054, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
1055, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
1056, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
1057, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1058, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
1059, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
1060, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
1061, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1062, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
1063, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
1064, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
1065, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
1066, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
1067, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
1068, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
1069, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1070, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1071, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
